CustomerId,InterestAmount
100001,79.547243288793
100002,237.2955434880107
100007,229.90028236810292
100008,84.73128767362017
100010,63.36433466089222
100012,171.8469990140854
100013,158.4574555501305
100015,249.89087645865365
100016,151.46860053215727
100017,59.58741332360085
100020,104.48517194444841
100021,259.15588450604184
100022,125.197644221319
100023,125.62739931559027
100025,49.63052991784707
100027,119.33611422448482
100028,42.433147004077654
100029,93.12732622529438
100031,297.2213476731517
100035,68.08244731315904
100036,152.5531865625431
100037,163.09462521821425
100038,44.81404446628712
100040,81.24155935241123
100042,218.75061335072752
100043,164.38304533779586
100045,218.138028086823
100046,122.56197589769806
100048,41.84004456342419
100049,172.17754003793388
100050,51.42852437002849
100052,82.5374590041176
100054,296.36540605986676
100055,54.71361175402119
100056,53.64476321525152
100057,157.33776387022806
100060,182.09243341007175
100061,164.40359530346487
100062,193.90344185729435
100063,148.27506567016684
100064,82.47656892489223
100065,204.44263868274007
100067,143.78151427372032
100068,255.01475300907686
100069,193.7868662942273
100070,57.68708789465155
100071,94.02746228261711
100073,161.07851642429188
100074,63.895935230517175
100075,113.94833016230643
100076,179.3736772109675
100078,58.95490962842004
100079,246.83084126438035
100083,46.87034843771857
100085,62.04506289433073
100086,140.69982459401336
100087,68.4701114324465
100088,177.76683823142056
100089,65.63937420956366
100090,144.21636294047582
100091,165.42547107120373
100092,99.81374232707127
100093,246.86369137130893
100094,59.471175760958175
100095,76.25131513710019
100097,110.90387822781574
100099,45.91399742194425
100100,55.90083398311825
100101,193.78780682955497
100103,230.12903164752257
100104,136.68850477503221
100105,74.52431947650926
100106,265.65343930168547
100107,115.50619412695038
100108,88.134226784039
100109,92.67445148996653
100110,195.26915381992757
100111,218.44388402436738
100112,118.40448770813066
100115,70.16236282354684
100117,79.47563753443333
100118,380.217305479408
100119,88.5632169333514
100121,190.29839682866216
100122,243.37706205223805
100126,159.17293789646988
100127,133.15911192980133
100128,74.33796220591866
100129,336.7721671446886
100130,161.2567872180958
100131,157.51777258890732
100132,161.76669171032583
100133,136.0114432380813
100134,93.25181576504491
100136,58.48310090698
100137,113.22887007996621
100140,230.8712866379541
100141,378.4723848078398
100143,144.79294806111469
100144,80.35540419854853
100145,90.0798899403233
100146,100.3451238769978
100149,57.663250037410016
100150,67.91017881761735
100152,130.07130351932142
100153,168.1614843581992
100155,172.01522407466987
100158,79.31746356053202
100160,56.23931710614501
100161,126.45644332853797
100162,150.02794105205655
100165,248.99026641799153
100166,116.43196246294045
100167,54.84599436196539
100168,191.7771478994487
100169,226.45813255807505
100171,124.85141869887858
100172,85.38268897923068
100173,84.69383814510246
100176,85.98352802893885
100177,53.64396650692425
100179,216.64231651194652
100180,366.16074080450375
100181,71.99171026214634
100182,195.42244217655144
100183,87.94455219543002
100185,86.98928031572952
100186,58.365151931126604
100187,65.31375840675828
100188,120.9563254806529
100190,131.17973981625727
100192,243.06199815416093
100194,329.3012604839191
100195,102.9569790560517
100197,217.32576723593124
100198,118.85084288779595
100200,195.4377660009521
100201,74.35492236203041
100202,77.93721696437945
100203,89.63025145916544
100204,60.025201451167014
100207,188.6867540048132
100208,48.43960187655054
100209,162.81704710457484
100210,124.35033124963931
100212,75.86924452882381
100213,191.01805851854243
100214,57.169573097534865
100215,59.052429037471065
100216,253.29241206046692
100217,84.98989173222856
100219,43.154352752336656
100221,167.77517632511433
100222,75.24820635919339
100223,217.49341552263428
100224,251.68316103204725
100226,106.90707455938278
100228,73.70016531902871
100230,147.5650088303326
100232,47.21086727533118
100236,155.22890386861636
100237,120.89633766571463
100238,133.34638539847873
100239,141.8334205872089
100240,183.64344247676868
100242,88.7669366333316
100243,175.25687752800667
100244,80.45292263781667
100245,203.68531560958047
100246,239.34170829769891
100247,45.481450938661126
100248,103.9619648385052
100249,149.92506385673414
100250,208.66062837201684
100252,247.51809054855894
100253,132.9073575121992
100255,185.33054989715396
100258,295.14729405064935
100260,151.58171885179155
100261,234.16473812949528
100262,133.80258928411737
100263,169.6922008284972
100265,62.12020753597383
100268,93.99555816042681
100269,57.277904173267046
100270,173.7019505165342
100272,46.4889365852794
100274,107.37629468740784
100275,151.1427456662014
100276,132.30780700233717
100277,225.97914220600208
100279,263.4095129697614
100281,262.8661659086364
100282,132.27262368557027
100285,114.49560321670651
100289,83.90334350401385
100291,86.80020890121199
100293,311.4105721458333
100295,197.17798807171332
100297,172.01168440471614
100298,120.71768412412385
100301,40.50137850194997
100302,64.49711096665726
100304,45.2889703484615
100305,130.79081209532254
100308,236.50569311318282
100310,109.19507431146295
100314,103.33640025292345
100317,284.5942658827892
100318,129.35795681609233
100319,47.09586439178932
100325,354.2433422468459
100326,111.67316056921008
100327,48.55738515908898
100329,204.05951896811962
100332,44.120319018069274
100333,269.7364353598141
100335,123.56042672507405
100338,59.241280298327645
100339,53.13252690670102
100340,74.34431520303222
100341,319.2018796368803
100342,112.05578694528256
100343,42.81548885383378
100347,344.38993022765806
100348,157.89709550582626
100350,57.35796555844548
100351,55.360095168582724
100353,53.526732452073276
100355,42.88849050019238
100356,90.34032967109871
100359,47.58880843865876
100362,74.19579314197723
100363,134.53936561052643
100364,204.0333231971798
100366,112.69682093582642
100367,260.1615992667279
100368,82.9885021801838
100370,176.24300011532526
100371,65.67424971363069
100372,133.06638883763162
100373,116.17167869271924
100374,109.49510206011071
100375,108.48982858050782
100376,170.42045992860145
100377,237.86471748014003
100379,141.75212589507137
100384,105.52845070116426
100386,77.01270507860714
100387,123.66157247688444
100390,52.785478082526325
100392,127.45317700639343
100393,182.6471574661314
100394,76.02651530669837
100395,246.77886575474545
100396,125.47513654280394
100397,123.88296783470356
100398,54.68141658714472
100399,272.3088733456075
100402,58.171570041772156
100404,87.13246123123376
100405,214.81971372234239
100406,253.27954843982454
100407,75.63707205905555
100409,154.0674962503815
100411,88.82526735527709
100412,97.09653959779642
100414,76.84771440720453
100415,46.97262915602486
100416,112.68976676091349
100417,160.63416047684382
100418,52.1296259778022
100419,60.265624665820816
100420,201.98449428347004
100423,55.105175740731354
100424,185.8538604924175
100425,190.7743100992007
100426,121.19516927692862
100427,88.03866004621878
100428,283.80591237111776
100431,86.14447585662074
100432,244.87824350195945
100433,160.12892958181297
100434,73.40646991084346
100435,70.43953536506572
100436,178.70079424643652
100437,80.618568126956
100439,198.8983050332895
100441,80.40102922889024
100446,98.09379991315937
100447,230.0474956019433
100449,131.70511204758242
100450,70.22457063402142
100452,323.50255563091224
100453,196.49060067780206
100455,168.78858579283676
100456,232.0752958449853
100457,46.27638827771286
100458,346.3754291711963
100460,373.87045962970313
100461,43.628953826553804
100462,78.48916704529627
100463,83.92910477021535
100466,43.0913916682356
100468,86.30980141715985
100469,142.7256954847785
100472,303.5858215985951
100473,165.97614642888882
100474,74.73930710410728
100476,133.1966181386274
100477,87.7051680521426
100478,128.24773465086042
100479,154.5925616245837
100480,292.79594074109116
100481,168.94494030202753
100483,328.944054637972
100484,112.15791301094558
100485,171.83679556546736
100486,296.5662667349446
100487,68.612660973225
100489,96.75002718659164
100494,319.9124884514632
100498,57.29525521908002
100499,149.17765654182483
100500,260.62056895582907
100501,308.20188351546966
100502,198.5457683912822
100504,53.034967419858795
100509,108.489647595797
100510,75.97787049366116
100512,260.7491231522009
100513,85.34635795509622
100515,257.17292566929626
100517,115.99329016542684
100519,82.85880045447816
100522,201.6185111176363
100525,349.89785918186413
100527,72.74175539426231
100528,344.9178409157801
100529,78.35892779835902
100533,100.74382406614379
100536,74.35259779886188
100538,180.3612882652339
100539,115.93570962585231
100540,41.60096002248239
100542,46.49631269286488
100543,94.23796388538054
100544,205.4544486459355
100545,75.0509471454784
100547,57.969318065590116
100549,128.20042966539663
100551,142.4669580566396
100552,49.46116029069226
100553,216.29435474729496
100554,107.43104392985164
100556,209.14198777728674
100557,57.12217329481381
100559,357.37036552129683
100560,85.51463617370409
100562,262.01804458126134
100564,244.89436802206336
100565,123.20678006142107
100566,151.9241110735669
100568,212.19494003238077
100570,67.76962417723206
100571,75.24704941044291
100572,62.36942400185701
100573,299.01345613142394
100574,161.71413167655334
100575,134.7247108823615
100576,194.74187118509147
100577,176.45573027464619
100578,91.44945768957174
100579,200.23468163515616
100580,109.25927981281667
100582,40.102767588968895
100584,42.02419637344081
100586,69.96002451073393
100587,261.6424177285011
100588,138.66828536925274
100589,66.28258051795419
100590,121.35251918263428
100591,61.40858338184804
100593,101.8507492125964
100594,85.22505783035622
100595,126.48611684850695
100596,48.941062702712486
100599,63.920723550958165
100600,141.17138509942998
100601,143.3719779838882
100602,142.82350791556343
100603,61.158830950035046
100606,97.8257700057847
100608,142.48247068935157
100609,205.72795749627008
100612,95.56358103321139
100614,75.78088602484817
100615,127.42679738384957
100616,79.38116304544943
100618,133.07172355829047
100620,231.46274890496633
100622,185.24713181247859
100625,305.2803769915423
100628,194.05712992156023
100631,123.81013847623831
100632,155.76010991155337
100633,241.3055647771032
100634,41.29793714686017
100635,144.04273554880464
100638,58.22535757225419
100639,247.446934700412
100640,172.42969472274018
100641,112.07904763556448
100644,92.28470777533
100645,43.89595249900439
100647,73.27421944518146
100649,301.1934482694781
100650,55.459287076969815
100651,312.94805994254
100654,64.8448689715781
100655,89.99131264435808
100656,85.70940234352479
100657,218.14011085970373
100658,58.70692653171931
100659,155.95969051112564
100661,173.88153005714636
100662,68.10891168503512
100663,64.53128904771748
100664,115.28273012315034
100668,168.0897301668319
100671,232.4653603197229
100672,89.76274244623913
100673,47.99041837121927
100674,307.17024444845225
100675,102.82936536631337
100676,134.59936582827197
100677,132.22873014505936
100680,49.8034192536405
100681,40.181933065029426
100683,227.8617452356827
100686,215.94545795468096
100687,71.6004222672794
100688,66.49599563518572
100689,125.14968627134506
100690,82.08517331496932
100692,241.5509427082704
100693,68.69640947496315
100698,90.1095949530472
100699,79.31803622168657
100700,72.3321743801834
100701,85.66866756534559
100702,191.88613546826167
100703,62.735368028869146
100704,182.76831068264823
100706,75.6644771197987
100709,78.05194777770146
100710,156.90660252041988
100711,169.29852852694182
100713,89.35583503181726
100715,153.23459285140854
100720,77.07461702894435
100721,81.95970921268876
100722,79.53534755066285
100724,164.501158171956
100725,114.90727947317365
100726,50.88671720010309
100727,186.81947844302522
100728,243.28414957464003
100730,69.01874060894407
100731,264.19423186222735
100734,54.37634857312581
100738,233.67064371415051
100739,187.6684853758712
100742,45.15830375875345
100743,94.91450567120098
100744,55.7489699372003
100745,60.3146008794707
100746,110.22573082346004
100747,183.98916279789523
100748,89.87497661089415
100749,51.82807213882994
100750,287.6792427224986
100753,142.20253246320644
100755,51.43897305434417
100757,186.58848568574442
100759,241.57928774119367
100760,164.3864417312352
100762,193.1473217853442
100764,191.64057825303348
100765,64.3662379180831
100766,48.77005176101021
100769,289.65442166252456
100770,76.21858316734627
100771,131.6496221351576
100772,132.73438766620188
100775,197.25354835259296
100777,126.19174560507845
100778,65.64462553063849
100781,190.7114535920529
100783,100.72071588480003
100785,273.9063230630306
100786,155.89488241292744
100787,158.52265408656294
100789,137.0288348258035
100790,92.4962678436809
100791,43.7443194397331
100792,135.77386852494624
100794,153.85441926301107
100795,71.16710243192945
100797,49.5943771402476
100798,230.91825343004325
100800,290.17363814667493
100801,52.63308443804504
100804,189.61407064401388
100805,285.6082174239471
100807,202.2668226092338
100810,155.60708914568784
100813,100.04825786759531
100814,43.42338254787735
100817,115.01147945429658
100819,133.64496189668318
100820,128.09319394519414
100821,115.5641954500347
100823,70.50054625673793
100824,289.8822451137543
100825,187.7214045274166
100826,286.7944950266507
100827,53.20539335678475
100829,93.11561858395251
100830,120.36563695007996
100831,228.65737880478193
100832,127.40055263214538
100833,46.785030083067625
100835,180.9458831375246
100836,202.73128900010852
100839,42.57671706639244
100840,105.79601653144599
100841,81.24195834987054
100842,46.679757626361386
100843,89.75211539190362
100844,60.67967470293686
100845,180.05844111414783
100846,308.49805037738065
100847,63.119161218133506
100848,179.9170993797036
100850,208.2564939312479
100852,40.508609811004625
100853,82.04138256419256
100855,68.80692924706713
100856,137.1845541902126
100860,68.75183711525042
100861,94.89966834682528
100862,108.90520760963128
100865,186.0988569283731
100866,64.23157755221594
100867,179.10728671630545
100868,251.19701668807565
100870,56.88551271446412
100872,90.42242763677302
100873,256.7032750033313
100874,373.70178202159724
